concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	concept_code
40166818	24 HR Hydrochlorothiazide 12.5 MG / metoprolol succinate 100 MG Extended Release Oral Tablet [Dutoprol]	Drug	RxNorm	Quant Branded Drug	866455
40168370	Glyburide 3 MG Oral Tablet [Glynase]	Drug	RxNorm	Branded Drug	881409
40223450	Clozapine 200 MG Disintegrating Oral Tablet	Drug	RxNorm	Clinical Drug	996921
40223888	Miconazole Nitrate 0.02 MG/MG Powder Spray [Desenex]	Drug	RxNorm	Branded Drug	998479
40224603	Sulfacetamide Sodium 100 MG/ML / Sulfur 50 MG/ML Medicated Pad [Prascion]	Drug	RxNorm	Branded Drug	1005829
40233213	240 ACTUAT Triamcinolone Acetonide 0.075 MG/ACTUAT Metered Dose Inhaler [Azmacort]	Drug	RxNorm	Quant Branded Drug	1085807
40233752	Petrolatum 0.715 MG/MG Topical Ointment [Critic-Aid Clear Moisture]	Drug	RxNorm	Branded Drug	1053000
40238073	calcium acetate 133 MG/ML Oral Solution	Drug	RxNorm	Clinical Drug	1099804
40239545	24 HR desloratadine 5 MG / Pseudoephedrine sulfate 240 MG Extended Release Oral Tablet	Drug	RxNorm	Quant Clinical Drug	1112258
40241020	Menthol 100 MG/ML / methyl salicylate 150 MG/ML Topical Cream [Bengay Greaseless]	Drug	RxNorm	Branded Drug	1114464
40243816	Glycerin 2800 MG Enema [Pedia-Lax Liquid Glycerin Suppositories]	Drug	RxNorm	Branded Drug	1190433
40481620	Infective arthritis of ankle and/or foot	Condition	SNOMED	Clinical Finding	444999002
40756841	Excision, tumor or vascular malformation, soft tissue of hand or finger, subcutaneous; 1.5 cm or greater	Procedure	CPT4	CPT4	26111
40757028	Endovascular repair of iliac artery bifurcation (eg, aneurysm, pseudoaneurysm, arteriovenous malformation, trauma, dissection) using bifurcated endograft from the common iliac artery into both the external and internal iliac artery, including all selectiv	Procedure	CPT4	CPT4	0254T
42629361	25 ML doxorubicin hydrochloride liposome 2 MG/ML Injection	Drug	RxNorm	Quant Clinical Drug	1790127
42709079	Undecylenic Acid 125 MG/ML Topical Solution	Drug	RxNorm	Clinical Drug	1251013
42709128	Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Tusnel Diabetic]	Drug	RxNorm	Branded Drug	1251308
42709996	Smokes tobacco daily	Observation	SNOMED	Clinical Finding	449868002
42901852	perampanel 10 MG Oral Tablet	Drug	RxNorm	Clinical Drug	1356582
42902703	Fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler	Drug	RxNorm	Clinical Drug	1359816
43012428	12 HR Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Capsule	Drug	RxNorm	Quant Clinical Drug	1367231
43526488	1.5 ML cabazitaxel 40 MG/ML Injection [Jevtana]	Drug	RxNorm	Quant Branded Drug	1376084
43526678	Chlorpheniramine Maleate 4 MG / Dextromethorphan Hydrobromide 30 MG Oral Tablet	Drug	RxNorm	Clinical Drug	1421985
43527870	Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with bronchial thermoplasty, 2 or more lobes	Procedure	CPT4	CPT4	31661
44786590	Knee orthosis, adjustable knee joints (unicentric or polycentric), positional orthosis, rigid support, prefabricated, off-the shelf	Device	HCPCS	HCPCS	L1833
44816436	Chemodenervation of trunk muscle(s); 6 or more muscles	Procedure	CPT4	CPT4	64647
45757298	Pathological fracture of pelvis due to neoplastic disease	Condition	SNOMED	Clinical Finding	11307961000119106
45757361	Mottled teeth	Condition	SNOMED	Clinical Finding	120541000119103
45763788	Cicatricial ectropion of upper eyelid	Condition	SNOMED	Clinical Finding	700300002
45774896	Phenylephrine Hydrochloride 0.0025 MG/MG / Shark liver oil 0.03 MG/MG Rectal Ointment	Drug	RxNorm	Clinical Drug	1545669
46275127	heparin sodium, porcine 2500 UNT/ML Injection	Drug	RxNorm	Clinical Drug	1657987
8551	UNKNOWN	Gender	Gender	Gender	U
73609	Open fracture of clavicle	Condition	SNOMED	Clinical Finding	111637008
73614	Closed fracture of seven ribs	Condition	SNOMED	Clinical Finding	20121009
73854	Progressive myositis ossificans	Condition	SNOMED	Clinical Finding	82725007
78314	Burn of thumb	Condition	SNOMED	Clinical Finding	64090007
80553	Closed anterior dislocation of hip	Condition	SNOMED	Clinical Finding	111649009
81939	Recurrent dislocation of joint	Condition	SNOMED	Clinical Finding	5137004
135779	Iatrogenic thyroiditis	Condition	SNOMED	Clinical Finding	61556008
136056	Chronic monocytic leukemia	Condition	SNOMED	Clinical Finding	188745007
137519	Thyrotoxicosis from ectopic thyroid nodule with crisis	Condition	SNOMED	Clinical Finding	190256007
139210	Burn erythema of back	Condition	SNOMED	Clinical Finding	9063003
192291	Carcinoma in situ of intestinal tract	Condition	SNOMED	Clinical Finding	92617001
192763	Injury of blood vessel	Condition	SNOMED	Clinical Finding	57662003
193162	Carcinoma in situ of penis	Condition	SNOMED	Clinical Finding	92679008
193344	Injury of lung with open wound into thorax	Condition	SNOMED	Clinical Finding	43842003
194200	Laceration of kidney without open wound into abdominal cavity	Condition	SNOMED	Clinical Finding	74324004
194307	Carcinoid tumor of intestine	Condition	SNOMED	Clinical Finding	276816003
194598	Neoplasm of uncertain behavior of placenta	Condition	SNOMED	Clinical Finding	95005005
199885	Acute female pelvic peritonitis	Condition	SNOMED	Clinical Finding	85051008
200052	Primary malignant neoplasm of uterine adnexa	Condition	SNOMED	Clinical Finding	94126000
255362	Congenital anomaly of bronchus	Condition	SNOMED	Clinical Finding	50943000
319047	Necrosis of artery	Condition	SNOMED	Clinical Finding	7930004
320456	Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication	Condition	SNOMED	Clinical Finding	198945003
321367	Vascular lesions of cord - delivered	Condition	SNOMED	Clinical Finding	199900008
373784	Acute allergic serous otitis media	Condition	SNOMED	Clinical Finding	59275002
380412	Total ophthalmoplegia	Condition	SNOMED	Clinical Finding	78097002
381288	Bullous retinoschisis	Condition	SNOMED	Clinical Finding	65545003
381857	Impairment level: one eye: total impairment: other eye: not specified	Condition	SNOMED	Clinical Finding	2790002
432600	Stress reaction causing mixed disturbance of emotion and conduct	Condition	SNOMED	Clinical Finding	192044009
433244	Tooth loss	Condition	SNOMED	Clinical Finding	25540007
433618	Open fracture of patella	Condition	SNOMED	Clinical Finding	111643005
434051	Partial loss / necrosis of ossicles	Condition	SNOMED	Clinical Finding	194335001
435411	Injury at C5-C7 level with spinal cord injury AND without bone injury	Condition	SNOMED	Clinical Finding	11807002
435720	Adverse anesthesia outcome	Condition	SNOMED	Clinical Finding	405656000
435855	Acute duodenal ulcer with hemorrhage AND with perforation but without obstruction	Condition	SNOMED	Clinical Finding	51847008
436256	Open fracture of metatarsal bone	Condition	SNOMED	Clinical Finding	77551005
437396	Closed fracture of mandible, coronoid process	Condition	SNOMED	Clinical Finding	207757002
437401	Open fracture of tibia and fibula, shaft	Condition	SNOMED	Clinical Finding	208632002
437446	Accidental poisoning from shellfish	Condition	SNOMED	Clinical Finding	216763006
438744	Acute posterior multifocal placoid pigment epitheliopathy	Condition	SNOMED	Clinical Finding	89188001
438977	Primary malignant neoplasm of ribs and/or sternum and/or clavicle	Condition	SNOMED	Clinical Finding	372107001
440285	Malignant hyperthermia	Condition	SNOMED	Clinical Finding	405501007
441558	Ulcerative blepharitis	Condition	SNOMED	Clinical Finding	91662004
442530	Broken tooth injury with complication	Condition	SNOMED	Clinical Finding	210374005
442639	Injury of colon without open wound into abdominal cavity	Condition	SNOMED	Clinical Finding	658009
443266	Solvents -toxic effects	Condition	SNOMED	Clinical Finding	274207006
443538	Plateau iris syndrome	Condition	SNOMED	Clinical Finding	404631002
443592	Hyperosmolality due to uncontrolled type 1 diabetes mellitus	Condition	SNOMED	Clinical Finding	428896009
444067	Gestation period, 42 weeks	Condition	SNOMED	Clinical Finding	36428009
444079	Psychogenic fugue	Condition	SNOMED	Clinical Finding	3586005
778322	Imipramine pamoate 75 MG Oral Capsule	Drug	RxNorm	Clinical Drug	835572
778475	tizanidine 2 MG Oral Tablet [Zanaflex]	Drug	RxNorm	Branded Drug	153734
800934	Clozapine 25 MG Disintegrating Oral Tablet	Drug	RxNorm	Clinical Drug	476179
907457	Urea 0.45 MG/MG Topical Gel [Uramaxin]	Drug	RxNorm	Branded Drug	828275
935418	Benzocaine 50 MG/ML / resorcinol 20 MG/ML Vaginal Cream	Drug	RxNorm	Clinical Drug	243587
939300	Budesonide 0.032 MG/ACTUAT Nasal Spray	Drug	RxNorm	Clinical Drug	247551
966705	sennosides, USP 8.6 MG Oral Tablet [Senna-Time]	Drug	RxNorm	Branded Drug	763296
1103424	24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet [Ultram]	Drug	RxNorm	Quant Branded Drug	845316
1149196	Cetirizine	Drug	RxNorm	Ingredient	20610
1154656	Albuterol 1 MG/ML Inhalant Solution [Proventil]	Drug	RxNorm	Branded Drug	795356
1237168	Theophylline 200 MG Extended Release Oral Capsule	Drug	RxNorm	Clinical Drug	313272
1359550	lapatinib 250 MG Oral Tablet	Drug	RxNorm	Clinical Drug	672149
1377141	hydroxyurea	Drug	RxNorm	Ingredient	5552
1503526	0.2 ML lanreotide 300 MG/ML Prefilled Syringe [Somatuline]	Drug	RxNorm	Quant Branded Drug	749813
1597796	glimepiride 2 MG / pioglitazone 30 MG Oral Tablet [Duetact]	Drug	RxNorm	Branded Drug	731463
1718514	Lidocaine 0.04 MG/MG Medicated Patch [Lidocare]	Drug	RxNorm	Branded Drug	1858274
1718604	3 ML Insulin Glargine 100 UNT/ML / Lixisenatide 0.033 MG/ML Pen Injector [Soliqua]	Drug	RxNorm	Quant Branded Drug	1859000
1718711	3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy]	Drug	RxNorm	Quant Branded Drug	1860172
1836975	Tetracycline 500 MG Oral Tablet	Drug	RxNorm	Clinical Drug	313254
2000063	Percutaneous insertion of intracranial vascular stent(s)	Procedure	ICD9Proc	4-dig billing code	00.65
2000166	Reopening of laminectomy site	Procedure	ICD9Proc	4-dig billing code	03.02
2000215	Decompression of trigeminal nerve root	Procedure	ICD9Proc	4-dig billing code	04.41
2000348	Other and unspecified operations on thymus	Procedure	ICD9Proc	4-dig billing code	07.99
2000731	Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles	Procedure	ICD9Proc	4-dig billing code	16.41
2000811	Laparoscopic cecectomy	Procedure	ICD9Proc	4-dig billing code	17.32
2000908	Type II tympanoplasty	Procedure	ICD9Proc	4-dig billing code	19.52
2002123	Other excision of vessels, aorta, abdominal	Procedure	ICD9Proc	4-dig billing code	38.64
2002126	Other excision of vessels, abdominal veins	Procedure	ICD9Proc	4-dig billing code	38.67
2002890	Revision of anastomosis of small intestine	Procedure	ICD9Proc	4-dig billing code	46.93
2002891	Revision of anastomosis of large intestine	Procedure	ICD9Proc	4-dig billing code	46.94
2002969	Laparoscopic pull-through resection of rectum	Procedure	ICD9Proc	4-dig billing code	48.42
2003306	Revision of anastomosis of biliary tract	Procedure	ICD9Proc	4-dig billing code	51.94
2003545	Other repair of mesentery	Procedure	ICD9Proc	4-dig billing code	54.75
2003587	Pyeloscopy	Procedure	ICD9Proc	4-dig billing code	55.22
2003622	Removal of transplanted or rejected kidney	Procedure	ICD9Proc	4-dig billing code	55.53
2004043	Percutaneous aspiration of tunica vaginalis	Procedure	ICD9Proc	4-dig billing code	61.91
2005060	Biopsy of bone, humerus	Procedure	ICD9Proc	4-dig billing code	77.42
2005157	Other partial ostectomy, tibia and fibula	Procedure	ICD9Proc	4-dig billing code	77.87
2005278	Other repair or plastic operations on bone, femur	Procedure	ICD9Proc	4-dig billing code	78.45
2005312	Internal fixation of bone without fracture reduction, tarsals and metatarsals	Procedure	ICD9Proc	4-dig billing code	78.58
2005578	Open reduction of dislocation of foot and toe	Procedure	ICD9Proc	4-dig billing code	79.88
2005672	Arthroscopy, ankle	Procedure	ICD9Proc	4-dig billing code	80.27
2006162	Delayed suture of tendon	Procedure	ICD9Proc	4-dig billing code	83.62
2006173	Muscle transfer or transplantation	Procedure	ICD9Proc	4-dig billing code	83.77
2007602	Other skeletal traction	Procedure	ICD9Proc	4-dig billing code	93.44
2007607	Application of neck support	Procedure	ICD9Proc	4-dig billing code	93.52
2102170	Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); over 30.0 cm	Procedure	CPT4	CPT4	12037
2102393	Formation of direct or tubed pedicle, with or without transfer; forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands or feet	Procedure	CPT4	CPT4	15574
2102435	Dermabrasion; segmental, face	Procedure	CPT4	CPT4	15781
2102573	Dressings and/or debridement of partial-thickness burns, initial or subsequent; medium (eg, whole face or whole extremity, or 5% to 10% total body surface area)	Procedure	CPT4	CPT4	16025
2103474	Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s), posterior approach, 1 fractured vertebra or dislocated segment; cervical	Procedure	CPT4	CPT4	22326
2104616	Osteoplasty, lengthening, metacarpal or phalanx	Procedure	CPT4	CPT4	26568
2104760	Excision, tumor, soft tissue of pelvis and hip area, subcutaneous; less than 3 cm	Procedure	CPT4	CPT4	27047
2104834	Acetabuloplasty; resection, femoral head (eg, Girdlestone procedure)	Procedure	CPT4	CPT4	27122
2105250	Excision, tumor, soft tissue of leg or ankle area, subfascial (eg, intramuscular); less than 5 cm	Procedure	CPT4	CPT4	27619
2105365	Prophylactic treatment (nailing, pinning, plating or wiring) with or without methylmethacrylate, tibia	Procedure	CPT4	CPT4	27745
2107138	Repair of left ventricular outflow tract obstruction by patch enlargement of the outflow tract	Procedure	CPT4	CPT4	33414
2107267	Repair of double outlet right ventricle with intraventricular tunnel repair; with repair of right ventricular outflow tract obstruction	Procedure	CPT4	CPT4	33612
2107336	Repair of cor triatriatum or supravalvular mitral ring by resection of left atrial membrane	Procedure	CPT4	CPT4	33732
2107625	Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for ruptured aneurysm, axillary-brachial artery, by arm incision	Procedure	CPT4	CPT4	35013
2107700	Repair, acquired or traumatic arteriovenous fistula; extremities	Procedure	CPT4	CPT4	35190
2108325	Secondary percutaneous transluminal thrombectomy (eg, nonprimary mechanical, snare basket, suction technique), noncoronary, non-intracranial, arterial or arterial bypass graft, including fluoroscopic guidance and intraprocedural pharmacological thrombolyt	Procedure	CPT4	CPT4	37186
2108475	Limited lymphadenectomy for staging (separate procedure); retroperitoneal (aortic and/or splenic)	Procedure	CPT4	CPT4	38564
2108637	Excision, lesion of floor of mouth	Procedure	CPT4	CPT4	41116
2108743	Palatoplasty for cleft palate; secondary lengthening procedure	Procedure	CPT4	CPT4	42220
2108963	Gastrectomy, total; with Roux-en-Y reconstruction	Procedure	CPT4	CPT4	43621
2109331	Marsupialization of cyst or abscess of liver	Procedure	CPT4	CPT4	47300
2109377	Excision of bile duct tumor, with or without primary repair of bile duct; intrahepatic	Procedure	CPT4	CPT4	47712
2109755	Closure of cystostomy (separate procedure)	Procedure	CPT4	CPT4	51880
2109769	Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with brush biopsy of ureter and/or renal pelvis	Procedure	CPT4	CPT4	52007
2110189	Vaginal hysterectomy, for uterus greater than 250 g	Procedure	CPT4	CPT4	58290
2110216	Laparoscopy, surgical, with vaginal hysterectomy, for uterus 250 g or less	Procedure	CPT4	CPT4	58550
2313948	Electronic analysis of antitachycardia pacemaker system (includes electrocardiographic recording, programming of device, induction and termination of tachycardia via implanted pacemaker, and interpretation of recordings)	Procedure	CPT4	CPT4	93724
2314028	Continuous inhalation treatment with aerosol medication for acute airway obstruction; first hour	Procedure	CPT4	CPT4	94644
2616477	Cane, quad or three prong, includes canes of all materials, adjustable or fixed, with tips	Device	HCPCS	HCPCS	E0105
2719470	Tlso rigidlined cust fab two	Device	HCPCS	HCPCS	L0486
2722492	Bypass Cerebral Ventricle to Atrium with Synthetic Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	00160J2
2722676	Excision of Cerebral Meninges, Open Approach, Diagnostic	Procedure	ICD10PCS	ICD10PCS	00B10ZX
2722940	Excision of Cervical Spinal Cord, Open Approach, Diagnostic	Procedure	ICD10PCS	ICD10PCS	00BW0ZX
2723367	Inspection of Spinal Canal, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	00JU3ZZ
2723486	Removal of Neurostimulator Lead from Brain, Open Approach	Procedure	ICD10PCS	ICD10PCS	00P00MZ
2723504	Removal of Neurostimulator Lead from Brain, External Approach	Procedure	ICD10PCS	ICD10PCS	00P0XMZ
2725589	Dilation of Superior Vena Cava, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	027V3ZZ
2725722	Dilation of Thoracic Aorta, Descending with Intraluminal Device, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	027W3DZ
2725778	Excision of Papillary Muscle, Open Approach	Procedure	ICD10PCS	ICD10PCS	02BD0ZZ
2726057	Removal of Synthetic Substitute from Heart, Open Approach	Procedure	ICD10PCS	ICD10PCS	02PA0JZ
2726094	Removal of Synthetic Substitute from Great Vessel, Open Approach	Procedure	ICD10PCS	ICD10PCS	02PY0JZ
2726657	Supplement Thoracic Aorta, Descending with Zooplastic Tissue, Open Approach	Procedure	ICD10PCS	ICD10PCS	02UW08Z
2726749	Supplement Mitral Valve with Zooplastic Tissue, Open Approach	Procedure	ICD10PCS	ICD10PCS	02UG08Z
2728808	Occlusion of Upper Artery, Open Approach	Procedure	ICD10PCS	ICD10PCS	03LY0ZZ
2731828	Insertion of Infusion Device into Lower Artery, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	04HY33Z
2732532	Occlusion of Right Uterine Artery with Intraluminal Device, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	04LE3DT
2738142	Excision of Right Axillary Lymphatic, Percutaneous Approach, Diagnostic	Procedure	ICD10PCS	ICD10PCS	07B53ZX
2738706	Destruction of Left Retina, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	085F3ZZ
2739105	Supplement Portal Vein with Autologous Tissue Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	06U807Z
2740859	Revision of Intraluminal Device in Lower Vein, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	06WY3DZ
2742019	Excision of Right Sphenoid Sinus, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	09BW4ZZ
2743908	Excision of Right Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic, Diagnostic	Procedure	ICD10PCS	ICD10PCS	0BB48ZX
2744717	Supplement Right Diaphragm with Synthetic Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	0BUR0JZ
2746258	Drainage of Anus, Open Approach	Procedure	ICD10PCS	ICD10PCS	0D9Q0ZZ
2746595	Release Duodenum, Open Approach	Procedure	ICD10PCS	ICD10PCS	0DN90ZZ
2746602	Release Jejunum, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0DNA4ZZ
2746934	Resection of Upper Tooth, Multiple, Open Approach	Procedure	ICD10PCS	ICD10PCS	0CTW0Z1
2747388	Release Lesser Omentum, Open Approach	Procedure	ICD10PCS	ICD10PCS	0DNT0ZZ
2747531	Excision of Greater Omentum, Open Approach, Diagnostic	Procedure	ICD10PCS	ICD10PCS	0DBS0ZX
2747560	Extirpation of Matter from Upper Esophagus, Via Natural or Artificial Opening Endoscopic	Procedure	ICD10PCS	ICD10PCS	0DC18ZZ
2748804	Dilation of Sigmoid Colon with Intraluminal Device, Via Natural or Artificial Opening Endoscopic	Procedure	ICD10PCS	ICD10PCS	0D7N8DZ
2749431	Repair Soft Palate, Open Approach	Procedure	ICD10PCS	ICD10PCS	0CQ30ZZ
2752369	Repair Jejunum, Open Approach	Procedure	ICD10PCS	ICD10PCS	0DQA0ZZ
2753149	Resection of Stomach, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0DT64ZZ
2754384	Excision of Right Upper Leg Muscle, Open Approach	Procedure	ICD10PCS	ICD10PCS	0KBQ0ZZ
2754834	Supplement of Pelvic Region Subcutaneous Tissue and Fascia with Synthetic Substitute, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	0JUC3JZ
2761406	Reattachment of Left Shoulder Tendon, Open Approach	Procedure	ICD10PCS	ICD10PCS	0LM20ZZ
2762703	Excision of Sacrum, Open Approach	Procedure	ICD10PCS	ICD10PCS	0QB10ZZ
2763265	Excision of Right Rib, Open Approach	Procedure	ICD10PCS	ICD10PCS	0PB10ZZ
2769659	Removal of Internal Fixation Device from Left Upper Femur, Open Approach	Procedure	ICD10PCS	ICD10PCS	0QP704Z
2773721	Excision of Right Ureter, Open Approach	Procedure	ICD10PCS	ICD10PCS	0TB60ZZ
2773934	Excision of Bladder, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0TBB4ZZ
2774088	Replacement of Left Hip Joint with Ceramic Synthetic Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	0SRB03Z
2775856	Supplement Right Hip Joint, Acetabular Surface with Liner, Open Approach	Procedure	ICD10PCS	ICD10PCS	0SUA09Z
2776768	Resection of Right Ureter, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0TT64ZZ
2778777	Change Drainage Device in Peritoneal Cavity, External Approach	Procedure	ICD10PCS	ICD10PCS	0W2GX0Z
2779766	Drainage of Retroperitoneum with Drainage Device, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	0W9H30Z
2780496	Resection of Left Testis, Open Approach	Procedure	ICD10PCS	ICD10PCS	0VTB0ZZ
2780648	Extraction of Endometrium, Via Natural or Artificial Opening Endoscopic	Procedure	ICD10PCS	ICD10PCS	0UDB8ZZ
2784258	Detachment at Right Foot, Complete, Open Approach	Procedure	ICD10PCS	ICD10PCS	0Y6M0Z0
2786586	Fluoroscopy of Left Common Carotid Artery using Other Contrast	Procedure	ICD10PCS	ICD10PCS	B314YZZ
2786601	Fluoroscopy of Right Internal Carotid Artery	Procedure	ICD10PCS	ICD10PCS	B316ZZZ
2787889	Fluoroscopy of Gallbladder and Bile Ducts using Low Osmolar Contrast	Procedure	ICD10PCS	ICD10PCS	BF131ZZ
2787975	Introduction of Electrolytic and Water Balance Substance into Products of Conception, Via Natural or Artificial Opening	Procedure	ICD10PCS	ICD10PCS	3E0E77Z
2788074	Pheresis of Hematopoietic Stem Cells, Multiple	Procedure	ICD10PCS	ICD10PCS	6A551ZV
2788603	Near Infrared Spectroscopy of Circulatory System, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	8E023DZ
2788626	Ultrasonography of Bilateral Lower Extremity Arteries	Procedure	ICD10PCS	ICD10PCS	B44HZZZ
2788962	Transfusion of Autologous Whole Blood into Central Vein, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	30243H0
2789170	Fluoroscopy of Superior Vena Cava	Procedure	ICD10PCS	ICD10PCS	B518ZZZ
2794682	Grooming/Personal Hygiene Treatment using Assistive, Adaptive, Supportive or Protective Equipment	Procedure	ICD10PCS	ICD10PCS	F08Z2FZ
4014420	Childhood or adolescent antisocial behavior	Condition	SNOMED	Clinical Finding	113164004
4040546	Procedure on nose	Procedure	SNOMED	Procedure	118781003
4050288	Insertion of carotid artery stent	Procedure	SNOMED	Procedure	233405004
4064296	Prem rupture of membranes onset of labor within 24 hours	Condition	SNOMED	Clinical Finding	199660008
4064821	Obstructed labor due to deformed pelvis	Condition	SNOMED	Clinical Finding	199761003
4066736	Irritant contact dermatitis due to food in contact with skin	Condition	SNOMED	Clinical Finding	200854003
4071485	Fetal or neonatal effect of cesarean section	Condition	SNOMED	Clinical Finding	206123007
4072633	Weaning from mechanically assisted ventilation	Procedure	SNOMED	Procedure	243174005
4093427	Kearns-Sayre syndrome	Condition	SNOMED	Clinical Finding	25792000
4094847	Contusion of cerebrum	Condition	SNOMED	Clinical Finding	262689001
4095993	Laceration of cerebrum	Condition	SNOMED	Clinical Finding	262691009
4101584	Secondary sideroblastic anemia due to disease	Condition	SNOMED	Clinical Finding	191261000
4115182	Fracture malunion - ankle and/or foot	Condition	SNOMED	Clinical Finding	287078007
4120443	Bone marrow sampling	Procedure	SNOMED	Procedure	234326005
4134598	Surgical removal	Procedure	SNOMED	Procedure	128303001
4135964	Retained nonmagnetic intraocular foreign body	Condition	SNOMED	Clinical Finding	31550006
4144078	Operation on intestine	Procedure	SNOMED	Procedure	34853001
4146440	Closed Salter-Harris type II fracture of lower epiphysis of femur	Condition	SNOMED	Clinical Finding	427584009
4147379	Dilation of urethra	Procedure	SNOMED	Procedure	30253003
4149383	Obesity screening	Procedure	SNOMED	Procedure	268551005
4153293	Congenital renal artery stenosis	Condition	SNOMED	Clinical Finding	271432005
4172076	Drug, medicament, or biological substance in urine above reference range	Condition	SNOMED	Clinical Finding	274890007
4174824	Congenital stricture of urinary meatus	Condition	SNOMED	Clinical Finding	48337000
4185007	Foreign body of skin of head	Condition	SNOMED	Clinical Finding	298062005
4198185	Plummer-Vinson syndrome	Condition	SNOMED	Clinical Finding	80126007
4212110	Failure of exfoliation of primary tooth	Condition	SNOMED	Clinical Finding	57650002
4225427	Sigmoid colectomy	Procedure	SNOMED	Procedure	84604002
4236898	Hemophilia	Condition	SNOMED	Clinical Finding	90935002
4246067	Corneal transplant	Procedure	SNOMED	Procedure	60656008
4269075	Hereditary sideroblastic anemia	Condition	SNOMED	Clinical Finding	62677000
4278814	Foreign body in nasal sinus	Condition	SNOMED	Clinical Finding	66050007
4296450	Carbuncle of groin	Condition	SNOMED	Clinical Finding	76431004
4302047	Anesthetic allergy	Observation	SNOMED	Clinical Finding	418434002
4319474	Disorder of uveal tract	Condition	SNOMED	Clinical Finding	95678007
4320025	Traumatic amputation of foot	Condition	SNOMED	Clinical Finding	95859009
4344271	Lesion of ligaments of the ankle region	Condition	SNOMED	Clinical Finding	240019006
19010557	cyclosporine, modified 100 MG/ML Oral Solution [Gengraf]	Drug	RxNorm	Branded Drug	835892
19022859	Menthol 3 MG Oral Lozenge	Drug	RxNorm	Clinical Drug	200074
19033493	Lomustine 40 MG Oral Capsule [CeeNU]	Drug	RxNorm	Branded Drug	206795
19036712	royal jelly 500 MG Oral Capsule	Drug	RxNorm	Clinical Drug	252831
19040182	Potassium Chloride 8 MEQ Extended Release Oral Tablet [Slow-K]	Drug	RxNorm	Branded Drug	208953
19043705	Simethicone 80 MG Chewable Tablet [Maalox Anti-Gas]	Drug	RxNorm	Branded Drug	210275
19043856	Nystatin 500000 UNT Oral Capsule [Bio-Statin]	Drug	RxNorm	Branded Drug	210390
19046167	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Zebutal]	Drug	RxNorm	Branded Drug	211500
19048403	Antipyrine 54 MG/ML / Benzocaine 14 MG/ML Otic Solution [Aurodex]	Drug	RxNorm	Branded Drug	214041
19058840	Calcium Citrate 200 MG / Vitamin D 200 UNT Oral Tablet	Drug	RxNorm	Clinical Drug	725192
19065366	Milk thistle extract 175 MG Oral Tablet	Drug	RxNorm	Clinical Drug	252707
19074495	1 ML Calcitriol 0.002 MG/ML Injection	Drug	RxNorm	Quant Clinical Drug	308870
19080158	Mitomycin 0.5 MG/ML Injectable Solution	Drug	RxNorm	Clinical Drug	314096
19098242	Simethicone 125 MG Oral Capsule [Alka-Seltzer Anti-Gas]	Drug	RxNorm	Branded Drug	351602
19102198	gatifloxacin 3 MG/ML Ophthalmic Solution [Zymar]	Drug	RxNorm	Branded Drug	402090
